Pickup_Point__1,Type__1,Appendix__1,StartDate1,EndDate1
111055654,Miscellaneous,6014,01/09/2020,30/11/2020
111055667,Miscellaneous,6014,01/09/2020,30/11/2020
111055667,Miscellaneous,6007,01/06/2020,31/12/2020
111055667,Milk Collection (SE),950,01/09/2020,31/12/4000
111055667,Milk Collection (SE),955,01/09/2020,31/12/4000
111055676,Milk Collection (SE),955,01/09/2020,31/12/4000
111055676,Miscellaneous,6007,01/06/2020,31/12/2020
111055676,Miscellaneous,6014,01/09/2020,30/11/2020
111055677,Miscellaneous,6014,01/09/2020,30/11/2020
111055677,Miscellaneous,6007,01/06/2020,31/12/2020
111055677,Milk Collection (SE),955,01/09/2020,31/12/4000
111055689,Milk Collection (SE),955,01/09/2020,31/12/4000
111055689,Miscellaneous,6014,01/09/2020,30/11/2020
111055689,Miscellaneous,6007,01/06/2020,31/12/2020
111055689,Milk Collection (SE),970,01/09/2020,31/12/4000
111055704,Miscellaneous,6007,01/06/2020,31/12/2020
111055704,Miscellaneous,6014,01/09/2020,30/11/2020
111055714,Milk Collection (SE),955,01/09/2020,31/12/4000
111055715,Milk Collection (SE),955,01/09/2020,31/12/4000
111055715,Miscellaneous,6007,01/06/2020,31/12/2020
111055715,Miscellaneous,6014,01/09/2020,30/11/2020
111055732,Miscellaneous,6007,01/06/2020,31/12/2020
111055732,Milk Collection (SE),955,01/09/2020,31/12/4000
111055732,Miscellaneous,6014,01/09/2020,30/11/2020
111055747,Milk Collection (SE),950,01/09/2020,31/12/4000
111055747,Milk Collection (SE),955,01/09/2020,31/12/4000
111055747,Milk Collection (SE),970,01/09/2020,31/12/4000
111055747,Miscellaneous,6007,01/06/2020,31/12/2020
111055747,Miscellaneous,6014,01/09/2020,30/11/2020
111055793,Miscellaneous,6014,01/09/2020,30/11/2020
111055793,Milk Collection (SE),955,01/09/2020,31/12/4000
111055793,Miscellaneous,6007,01/06/2020,31/12/2020
111055796,Milk Collection (SE),950,01/09/2020,31/12/4000
111055796,Milk Collection (SE),970,01/09/2020,31/12/4000
111055796,Milk Collection (SE),955,01/09/2020,31/12/4000
111055796,Miscellaneous,6007,01/06/2020,31/12/2020
111055796,Miscellaneous,6014,01/09/2020,30/11/2020
111055801,Milk Collection (SE),955,01/09/2020,31/12/4000
111055801,Miscellaneous,6014,01/09/2020,30/11/2020
111055801,Miscellaneous,6007,01/06/2020,31/12/2020
111055803,Milk Collection (SE),955,01/09/2020,31/12/4000
111055804,Milk Collection (SE),955,01/09/2020,31/12/4000
111055808,Milk Collection (SE),955,01/09/2020,31/12/4000
111055821,Milk Collection (SE),955,01/09/2020,31/12/4000
111055823,Milk Collection (SE),950,01/09/2020,31/12/4000
111055823,Milk Collection (SE),955,01/09/2020,31/12/4000
111055823,Milk Collection (SE),970,01/09/2020,31/12/4000
111055823,Miscellaneous,6014,01/09/2020,30/11/2020
111055823,Miscellaneous,6007,01/06/2020,31/12/2020
111055839,Milk Collection (SE),970,01/09/2020,31/12/4000
111055839,Milk Collection (SE),950,01/09/2020,31/12/4000
111055839,Milk Collection (SE),955,01/09/2020,31/12/4000
111055839,Miscellaneous,6007,01/06/2020,31/12/2020
111055839,Miscellaneous,6014,01/09/2020,30/11/2020
111055879,Miscellaneous,6014,01/09/2020,30/11/2020
111055879,Milk Collection (SE),950,01/09/2020,31/12/4000
111055879,Milk Collection (SE),955,01/09/2020,31/12/4000
111055879,Miscellaneous,6007,01/06/2020,31/12/2020
111055879,Milk Collection (SE),970,01/09/2020,31/12/4000
111055897,Milk Collection (SE),955,01/09/2020,31/12/4000
111056021,Miscellaneous,6007,01/06/2020,31/12/2020
111056021,Miscellaneous,6014,01/09/2020,30/11/2020
111056022,Miscellaneous,6007,01/06/2020,31/12/2020
111056022,Milk Collection (SE),950,01/09/2020,31/12/4000
111056022,Milk Collection (SE),970,01/09/2020,31/12/4000
111056022,Miscellaneous,6014,01/09/2020,30/11/2020
111056059,Miscellaneous,6007,01/06/2020,31/12/2020
111056059,Miscellaneous,6014,01/09/2020,30/11/2020
111056060,Miscellaneous,6007,01/06/2020,31/12/2020
111056060,Milk Collection (SE),957,01/09/2020,31/12/4000
111056060,Miscellaneous,6014,01/09/2020,30/11/2020
111056060,Milk Collection (SE),955,01/09/2020,31/12/4000
111056060,Milk Collection (SE),950,01/09/2020,31/12/4000
111056182,Miscellaneous,6014,01/09/2020,30/11/2020
111056182,Miscellaneous,6007,01/06/2020,31/12/2020
111056214,Miscellaneous,6007,01/06/2020,31/12/2020
111056214,Miscellaneous,6014,01/09/2020,30/11/2020
111056214,Milk Standard (SE),OR,01/09/2020,31/12/4000
111056230,Miscellaneous,6014,01/09/2020,30/11/2020
111056230,Miscellaneous,6007,01/06/2020,31/12/2020
111056290,Milk Collection (SE),955,01/09/2020,31/12/4000
111056308,Miscellaneous,6007,01/06/2020,31/12/2020
111056308,Miscellaneous,6014,01/09/2020,30/11/2020
111056309,Milk Collection (SE),955,01/09/2020,31/12/4000
111056309,Miscellaneous,6014,01/09/2020,30/11/2020
111056309,Milk Collection (SE),950,01/09/2020,31/12/4000
111056309,Miscellaneous,6007,01/06/2020,31/12/2020
111056339,Milk Collection (SE),955,01/09/2020,31/12/4000
111056339,Miscellaneous,6007,01/06/2020,31/12/2020
111056339,Miscellaneous,6014,01/09/2020,30/11/2020
111056341,Milk Collection (SE),950,01/09/2020,31/12/4000
111056341,Milk Collection (SE),957,01/09/2020,31/12/4000
111056341,Milk Collection (SE),955,01/09/2020,31/12/4000
111056341,Milk Collection (SE),970,01/09/2020,31/12/4000
111056341,Miscellaneous,6014,01/09/2020,30/11/2020
111056341,Miscellaneous,6007,01/06/2020,31/12/2020
111056344,Miscellaneous,6014,01/09/2020,30/11/2020
111056344,Miscellaneous,6007,01/06/2020,31/12/2020
111056344,Milk Collection (SE),955,01/09/2020,31/12/4000
111056358,Miscellaneous,6014,01/09/2020,30/11/2020
111056358,Miscellaneous,6007,01/06/2020,31/12/2020
111056358,Milk Collection (SE),955,01/09/2020,31/12/4000
111056359,Milk Collection (SE),950,01/09/2020,31/12/4000
111056359,Milk Collection (SE),970,01/09/2020,31/12/4000
111056359,Miscellaneous,6007,01/06/2020,31/12/2020
111056359,Milk Collection (SE),955,01/09/2020,31/12/4000
111056359,Miscellaneous,6014,01/09/2020,30/11/2020
111056377,Milk Collection (SE),955,01/09/2020,31/12/4000
111056377,Miscellaneous,6007,01/06/2020,31/12/2020
111056377,Miscellaneous,6014,01/09/2020,30/11/2020
111056378,Milk Collection (SE),970,01/09/2020,31/12/4000
111056378,Miscellaneous,6014,01/09/2020,30/11/2020
111056378,Miscellaneous,6007,01/06/2020,31/12/2020
111056378,Milk Collection (SE),950,01/09/2020,31/12/4000
111056378,Milk Collection (SE),955,01/09/2020,31/12/4000
111056379,Milk Collection (SE),955,01/09/2020,31/12/4000
111056379,Miscellaneous,6014,01/09/2020,30/11/2020
111056379,Miscellaneous,6007,01/06/2020,31/12/2020
111056402,Milk Collection (SE),950,01/09/2020,31/12/4000
111056402,Miscellaneous,6014,01/09/2020,30/11/2020
111056402,Miscellaneous,6007,01/06/2020,31/12/2020
111056402,Milk Collection (SE),955,01/09/2020,31/12/4000
111056403,Miscellaneous,6007,01/06/2020,31/12/2020
111056403,Miscellaneous,6014,01/09/2020,30/11/2020
111056403,Milk Collection (SE),955,01/09/2020,31/12/4000
111056404,Miscellaneous,6007,01/06/2020,31/12/2020
111056404,Milk Collection (SE),970,01/09/2020,31/12/4000
111056404,Miscellaneous,6014,01/09/2020,30/11/2020
111056412,Miscellaneous,6014,01/09/2020,30/11/2020
111056419,Milk Collection (SE),950,01/09/2020,31/12/4000
111056419,Milk Collection (SE),955,01/09/2020,31/12/4000
111056420,Miscellaneous,6014,01/09/2020,30/11/2020
111056420,Milk Collection (SE),957,01/09/2020,31/12/4000
111056420,Miscellaneous,6007,01/06/2020,31/12/2020
111056420,Milk Collection (SE),970,01/09/2020,31/12/4000
111056420,Milk Collection (SE),950,01/09/2020,31/12/4000
111056420,Milk Collection (SE),955,01/09/2020,31/12/4000
111056422,Miscellaneous,6014,01/09/2020,30/11/2020
111056423,Miscellaneous,6007,01/06/2020,31/12/2020
111056423,Miscellaneous,6014,01/09/2020,30/11/2020
111056426,Milk Collection (SE),955,01/09/2020,31/12/4000
111056426,Miscellaneous,6014,01/09/2020,30/11/2020
111056426,Miscellaneous,6007,01/06/2020,31/12/2020
111056427,Milk Collection (SE),955,01/09/2020,31/12/4000
111056427,Milk Collection (SE),970,01/09/2020,31/12/4000
111056427,Miscellaneous,6007,01/06/2020,31/12/2020
111056427,Miscellaneous,6014,01/09/2020,30/11/2020
111056431,Milk Collection (SE),955,01/09/2020,31/12/4000
111056448,Miscellaneous,6007,01/09/2020,31/12/2020
111056448,Miscellaneous,6014,01/09/2020,30/11/2020
111056455,Milk Collection (SE),955,01/09/2020,31/12/4000
111056455,Miscellaneous,6007,01/06/2020,31/12/2020
111056455,Miscellaneous,6014,01/09/2020,30/11/2020
111056553,Miscellaneous,6014,01/09/2020,30/11/2020
111056566,Milk Collection (SE),957,01/09/2020,31/12/4000
111056566,Milk Collection (SE),970,01/09/2020,31/12/4000
111056566,Milk Collection (SE),955,01/09/2020,31/12/4000
111056566,Milk Collection (SE),950,01/09/2020,31/12/4000
111056566,Miscellaneous,6007,01/06/2020,31/12/2020
111056566,Miscellaneous,6014,01/09/2020,30/11/2020
111056620,Miscellaneous,6007,01/06/2020,31/12/2020
111056620,Milk Standard (SE),OR,01/09/2020,31/12/4000
111056620,Miscellaneous,6014,01/09/2020,30/11/2020
111056646,Miscellaneous,6007,01/06/2020,31/12/2020
111056646,Miscellaneous,6014,01/09/2020,30/11/2020
111056646,Milk Collection (SE),950,01/09/2020,31/12/4000
111056646,Milk Collection (SE),970,01/09/2020,31/12/4000
111056650,Miscellaneous,6014,01/09/2020,30/11/2020
111056650,Milk Standard (SE),OR,01/09/2020,31/12/4000
111056650,Miscellaneous,6007,01/06/2020,31/12/2020
111056706,Miscellaneous,6014,01/09/2020,30/11/2020
111056706,Milk Collection (SE),955,01/09/2020,31/12/4000
111056707,Milk Collection (SE),970,01/09/2020,31/12/4000
111056707,Milk Collection (SE),955,01/09/2020,31/12/4000
111056707,Miscellaneous,6007,01/06/2020,31/12/2020
111056707,Miscellaneous,6014,01/09/2020,30/11/2020
111056707,Milk Collection (SE),950,01/09/2020,31/12/4000
111056708,Miscellaneous,6014,01/09/2020,30/11/2020
111056708,Miscellaneous,6007,01/06/2020,31/12/2020
111056708,Milk Collection (SE),955,01/09/2020,31/12/4000
111056709,Milk Collection (SE),955,01/09/2020,31/12/4000
111056717,Milk Collection (SE),950,01/09/2020,31/12/4000
111056717,Miscellaneous,6014,01/09/2020,30/11/2020
111056717,Miscellaneous,6007,01/06/2020,31/12/2020
111056717,Milk Collection (SE),955,01/09/2020,31/12/4000
111056718,Miscellaneous,6014,01/09/2020,30/11/2020
111056718,Miscellaneous,6007,01/06/2020,31/12/2020
111056756,Milk Collection (SE),955,01/09/2020,31/12/4000
111056756,Miscellaneous,6007,01/06/2020,31/12/2020
111056756,Miscellaneous,6014,01/09/2020,30/11/2020
111056756,Milk Collection (SE),970,01/09/2020,31/12/4000
111056756,Milk Collection (SE),950,01/09/2020,31/12/4000
111056762,Miscellaneous,6014,01/09/2020,30/11/2020
111056762,Miscellaneous,6007,01/06/2020,31/12/2020
111056762,Milk Collection (SE),955,01/09/2020,31/12/4000
111056765,Milk Collection (SE),950,01/09/2020,31/12/4000
111056765,Miscellaneous,6007,01/09/2020,31/12/2020
111056765,Miscellaneous,6014,01/09/2020,30/11/2020
111056765,Milk Collection (SE),955,01/09/2020,31/12/4000
111056766,Milk Collection (SE),970,01/09/2020,31/12/4000
111056766,Miscellaneous,6007,01/06/2020,31/12/2020
111056766,Miscellaneous,6014,01/09/2020,30/11/2020
111056766,Milk Collection (SE),955,01/09/2020,31/12/4000
111056789,Miscellaneous,6007,01/06/2020,31/12/2020
111056789,Milk Collection (SE),950,01/09/2020,31/12/4000
111056789,Miscellaneous,6014,01/09/2020,30/11/2020
111056790,Miscellaneous,6014,01/09/2020,30/11/2020
111056790,Miscellaneous,6007,01/06/2020,31/12/2020
111056813,Miscellaneous,6014,01/09/2020,30/11/2020
111056814,Miscellaneous,6007,01/06/2020,31/12/2020
111056814,Milk Collection (SE),970,01/09/2020,31/12/4000
111056814,Milk Collection (SE),955,01/09/2020,31/12/4000
111056814,Miscellaneous,6014,01/09/2020,30/11/2020
111056814,Milk Collection (SE),957,01/09/2020,31/12/4000
111056818,Milk Collection (SE),955,01/09/2020,31/12/4000
111056818,Miscellaneous,6007,01/06/2020,31/12/2020
111056818,Miscellaneous,6014,01/09/2020,30/11/2020
111056818,Milk Collection (SE),957,01/09/2020,31/12/4000
111056832,Miscellaneous,6007,01/06/2020,31/12/2020
111056832,Milk Collection (SE),970,01/09/2020,31/12/4000
111056832,Milk Collection (SE),955,01/09/2020,31/12/4000
111056832,Milk Standard (SE),OR,01/09/2020,31/12/4000
111056832,Milk Collection (SE),950,01/09/2020,31/12/4000
111056832,Miscellaneous,6014,01/09/2020,30/11/2020
111056907,Milk Collection (SE),955,01/09/2020,31/12/4000
111056907,Miscellaneous,6007,01/06/2020,31/12/2020
111056907,Milk Collection (SE),970,01/09/2020,31/12/4000
111056907,Milk Collection (SE),926,01/09/2020,31/12/4000
111056907,Miscellaneous,6014,01/09/2020,30/11/2020
111056919,Milk Collection (SE),955,01/09/2020,31/12/4000
111057067,Miscellaneous,6007,01/06/2020,31/12/2020
111057067,Miscellaneous,6014,01/09/2020,30/11/2020
111057067,Milk Standard (SE),OR,01/09/2020,31/12/4000
111057105,Milk Collection (SE),955,01/09/2020,31/12/4000
111057115,Miscellaneous,6014,01/09/2020,30/11/2020
111057115,Milk Collection (SE),955,01/09/2020,31/12/4000
111057130,Miscellaneous,6007,01/06/2020,31/12/2020
111057130,Miscellaneous,6014,01/09/2020,30/11/2020
111057161,Milk Collection (SE),955,01/09/2020,31/12/4000
111057230,Miscellaneous,6014,01/09/2020,30/11/2020
111057230,Miscellaneous,6007,01/06/2020,31/12/2020
111057257,Miscellaneous,6007,01/06/2020,31/12/2020
111057257,Miscellaneous,6014,01/09/2020,30/11/2020
111057257,Milk Collection (SE),955,01/09/2020,31/12/4000
111057262,Milk Collection (SE),950,01/09/2020,31/12/4000
111057262,Milk Collection (SE),955,01/09/2020,31/12/4000
111057265,Miscellaneous,6007,01/06/2020,31/12/2020
111057265,Milk Collection (SE),955,01/09/2020,31/12/4000
111057265,Miscellaneous,6014,01/09/2020,30/11/2020
111057274,Milk Collection (SE),955,01/09/2020,31/12/4000
111057274,Milk Standard (SE),OR,01/09/2020,31/12/4000
111057274,Miscellaneous,6014,01/09/2020,30/11/2020
111057274,Miscellaneous,6007,01/09/2020,31/12/2020
111058806,Milk Collection (SE),950,01/09/2020,31/12/4000
111058806,Milk Collection (SE),970,01/09/2020,31/12/4000
111058806,Miscellaneous,6014,01/09/2020,30/11/2020
111058806,Miscellaneous,6007,01/06/2020,31/12/2020
111058809,Miscellaneous,6014,01/09/2020,30/11/2020
111058809,Miscellaneous,6007,01/06/2020,31/12/2020
111058810,Miscellaneous,6014,01/09/2020,30/11/2020
111058810,Miscellaneous,6007,01/06/2020,31/12/2020
111058811,Miscellaneous,6007,01/06/2020,31/12/2020
111058811,Miscellaneous,6014,01/09/2020,30/11/2020
111059722,Milk Collection (SE),955,01/09/2020,31/12/4000
111060536,Miscellaneous,6014,01/09/2020,30/11/2020
111060536,Miscellaneous,6007,01/09/2020,31/12/2020
111060608,Miscellaneous,6014,01/09/2020,30/11/2020
111060608,Miscellaneous,6007,01/06/2020,31/12/2020
111060646,Miscellaneous,6014,01/09/2020,30/11/2020
111060646,Miscellaneous,6007,01/06/2020,31/12/2020
111060816,Miscellaneous,6014,01/09/2020,30/11/2020
111060825,Miscellaneous,6014,01/09/2020,30/11/2020
111061305,Miscellaneous,6014,01/09/2020,30/11/2020
111061305,Milk Collection (SE),950,01/09/2020,31/12/4000
111061305,Milk Collection (SE),970,01/09/2020,31/12/4000
111061306,Miscellaneous,6014,01/09/2020,30/11/2020
111061328,Miscellaneous,6007,01/06/2020,31/12/2020
111061328,Miscellaneous,6014,01/09/2020,30/11/2020
111061339,Milk Collection (SE),950,01/09/2020,31/12/4000
111061339,Milk Standard (SE),OR,01/09/2020,31/12/4000
111061339,Miscellaneous,6014,01/09/2020,30/11/2020
111061339,Miscellaneous,6007,01/06/2020,31/12/2020
111061344,Miscellaneous,6014,01/09/2020,30/11/2020
111061386,Milk Collection (SE),955,01/09/2020,31/12/4000
111062024,Milk Standard (SE),OR,01/09/2020,31/12/4000
111062024,Miscellaneous,6007,01/06/2020,31/12/2020
111062024,Miscellaneous,6014,01/09/2020,30/11/2020
111062024,Milk Collection (SE),955,01/09/2020,31/12/4000
111062024,Milk Collection (SE),970,01/09/2020,31/12/4000
111062024,Milk Collection (SE),950,01/09/2020,31/12/4000
111062075,Milk Standard (SE),OR,01/09/2020,31/12/4000
111062080,Miscellaneous,6007,01/06/2020,31/12/2020
111062080,Miscellaneous,6014,01/09/2020,30/11/2020
111062080,Milk Collection (SE),955,01/09/2020,31/12/4000
111062148,Miscellaneous,6007,01/06/2020,31/12/2020
111062148,Miscellaneous,6014,01/09/2020,30/11/2020
111062152,Miscellaneous,6007,01/06/2020,31/12/2020
111062152,Miscellaneous,6014,01/09/2020,30/11/2020
111062168,Miscellaneous,6007,01/06/2020,31/12/2020
111062168,Miscellaneous,6014,01/09/2020,30/11/2020
111062174,Miscellaneous,6014,01/09/2020,30/11/2020
111062174,Miscellaneous,6007,01/06/2020,31/12/2020
111062181,Milk Collection (SE),957,01/09/2020,31/12/4000
111062181,Miscellaneous,6007,01/06/2020,31/12/2020
111062181,Milk Collection (SE),970,01/09/2020,31/12/4000
111062181,Milk Collection (SE),950,01/09/2020,31/12/4000
111062181,Milk Standard (SE),OR,01/09/2020,31/12/4000
111062181,Milk Collection (SE),955,01/09/2020,31/12/4000
111062181,Miscellaneous,6014,01/09/2020,30/11/2020
111062208,Miscellaneous,6007,01/06/2020,31/12/2020
111062208,Miscellaneous,6014,01/09/2020,30/11/2020
111062251,Milk Collection (SE),955,01/09/2020,31/12/4000
111062251,Milk Collection (SE),970,01/09/2020,31/12/4000
111062251,Miscellaneous,6007,01/06/2020,31/12/2020
111062251,Miscellaneous,6014,01/09/2020,30/11/2020
111062251,Milk Collection (SE),950,01/09/2020,31/12/4000
111062251,Milk Standard (SE),OR,01/09/2020,31/12/4000
111062602,Miscellaneous,6007,01/06/2020,31/12/2020
111062632,Miscellaneous,6014,01/09/2020,30/11/2020
111062632,Miscellaneous,6007,01/06/2020,31/12/2020
111062678,Miscellaneous,6007,01/06/2020,31/12/2020
111062678,Milk Collection (SE),950,01/09/2020,31/12/4000
111062678,Milk Collection (SE),970,01/09/2020,31/12/4000
111062678,Miscellaneous,6014,01/09/2020,30/11/2020
111062696,Miscellaneous,6014,01/09/2020,30/11/2020
111062725,Milk Collection (SE),950,01/09/2020,31/12/4000
111062725,Miscellaneous,6014,01/09/2020,30/11/2020
111062725,Miscellaneous,6007,01/06/2020,31/12/2020
111062725,Milk Collection (SE),970,01/09/2020,31/12/4000
111062731,Miscellaneous,6007,01/06/2020,31/12/2020
111062731,Miscellaneous,6014,01/09/2020,30/11/2020
111062731,Milk Collection (SE),955,01/09/2020,31/12/4000
111062839,Miscellaneous,6014,01/09/2020,30/11/2020
111062839,Miscellaneous,6007,01/06/2020,31/12/2020
111062841,Miscellaneous,6014,01/09/2020,30/11/2020
111062841,Miscellaneous,6007,01/06/2020,31/12/2020
111063010,Miscellaneous,6007,01/06/2020,31/12/2020
111063010,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063010,Milk Collection (SE),950,01/09/2020,31/12/4000
111063010,Milk Collection (SE),970,01/09/2020,31/12/4000
111063010,Milk Collection (SE),955,01/09/2020,31/12/4000
111063010,Miscellaneous,6014,01/09/2020,30/11/2020
111063013,Miscellaneous,6007,01/06/2020,31/12/2020
111063013,Miscellaneous,6014,01/09/2020,30/11/2020
111063039,Miscellaneous,6014,01/09/2020,30/11/2020
111063047,Milk Collection (SE),950,01/09/2020,31/12/4000
111063047,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063047,Miscellaneous,6014,01/09/2020,30/11/2020
111063047,Miscellaneous,6007,01/06/2020,31/12/2020
111063062,Milk Collection (SE),955,01/09/2020,31/12/4000
111063062,Milk Collection (SE),926,01/09/2020,31/12/4000
111063062,Miscellaneous,6014,01/09/2020,30/11/2020
111063062,Miscellaneous,6007,01/06/2020,31/12/2020
111063063,Milk Collection (SE),955,01/09/2020,31/12/4000
111063074,Miscellaneous,6014,01/09/2020,30/11/2020
111063074,Milk Collection (SE),955,01/09/2020,31/12/4000
111063075,Milk Collection (SE),955,01/09/2020,31/12/4000
111063078,Miscellaneous,6007,01/06/2020,31/12/2020
111063078,Milk Collection (SE),950,01/09/2020,31/12/4000
111063078,Miscellaneous,6014,01/09/2020,30/11/2020
111063078,Milk Collection (SE),955,01/09/2020,31/12/4000
111063080,Miscellaneous,6007,01/06/2020,31/12/2020
111063080,Milk Collection (SE),950,01/09/2020,31/12/4000
111063080,Milk Collection (SE),955,01/09/2020,31/12/4000
111063080,Milk Collection (SE),970,01/09/2020,31/12/4000
111063080,Miscellaneous,6014,01/09/2020,30/11/2020
111063080,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063100,Miscellaneous,6014,01/09/2020,30/11/2020
111063100,Milk Collection (SE),955,01/09/2020,31/12/4000
111063100,Miscellaneous,6007,01/06/2020,31/12/2020
111063102,Milk Collection (SE),955,01/09/2020,31/12/4000
111063102,Milk Collection (SE),950,01/09/2020,31/12/4000
111063107,Milk Collection (SE),970,01/09/2020,31/12/4000
111063107,Miscellaneous,6014,01/09/2020,30/11/2020
111063107,Miscellaneous,6007,01/06/2020,31/12/2020
111063107,Milk Collection (SE),955,01/09/2020,31/12/4000
111063107,Milk Collection (SE),950,01/09/2020,31/12/4000
111063109,Miscellaneous,6007,01/06/2020,31/12/2020
111063109,Milk Collection (SE),970,01/09/2020,31/12/4000
111063109,Miscellaneous,6014,01/09/2020,30/11/2020
111063109,Milk Collection (SE),955,01/09/2020,31/12/4000
111063125,Miscellaneous,6007,01/06/2020,31/12/2020
111063125,Milk Collection (SE),955,01/09/2020,31/12/4000
111063125,Miscellaneous,6014,01/09/2020,30/11/2020
111063126,Miscellaneous,6014,01/09/2020,30/11/2020
111063126,Miscellaneous,6007,01/06/2020,31/12/2020
111063126,Milk Collection (SE),955,01/09/2020,31/12/4000
111063126,Milk Collection (SE),950,01/09/2020,31/12/4000
111063128,Milk Collection (SE),955,01/09/2020,31/12/4000
111063128,Miscellaneous,6007,01/06/2020,31/12/2020
111063128,Miscellaneous,6014,01/09/2020,30/11/2020
111063139,Miscellaneous,6014,01/09/2020,30/11/2020
111063139,Miscellaneous,6007,01/06/2020,31/12/2020
111063151,Milk Collection (SE),955,01/09/2020,31/12/4000
111063164,Miscellaneous,6007,01/06/2020,31/12/2020
111063164,Milk Collection (SE),955,01/09/2020,31/12/4000
111063164,Miscellaneous,6014,01/09/2020,30/11/2020
111063164,Milk Collection (SE),970,01/09/2020,31/12/4000
111063164,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063168,Miscellaneous,6014,01/09/2020,30/11/2020
111063168,Miscellaneous,6007,01/06/2020,31/12/2020
111063178,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063178,Milk Collection (SE),955,01/09/2020,31/12/4000
111063196,Miscellaneous,6007,01/06/2020,31/12/2020
111063196,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063196,Milk Collection (SE),970,01/09/2020,31/12/4000
111063196,Milk Collection (SE),950,01/09/2020,31/12/4000
111063196,Milk Collection (SE),955,01/09/2020,31/12/4000
111063196,Miscellaneous,6014,01/09/2020,30/11/2020
111063207,Miscellaneous,6014,01/09/2020,30/11/2020
111063211,Milk Collection (SE),955,01/09/2020,31/12/4000
111063215,Milk Collection (SE),950,01/09/2020,31/12/4000
111063215,Milk Collection (SE),955,01/09/2020,31/12/4000
111063215,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063215,Miscellaneous,6014,01/09/2020,30/11/2020
111063215,Milk Collection (SE),970,01/09/2020,31/12/4000
111063235,Miscellaneous,6014,01/09/2020,30/11/2020
111063236,Milk Collection (SE),955,01/09/2020,31/12/4000
111063236,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063236,Miscellaneous,6014,01/09/2020,30/11/2020
111063236,Milk Collection (SE),950,01/09/2020,31/12/4000
111063236,Miscellaneous,6007,01/06/2020,31/12/2020
111063257,Milk Collection (SE),955,01/09/2020,31/12/4000
111063257,Milk Collection (SE),950,01/09/2020,31/12/4000
111063258,Miscellaneous,6007,01/06/2020,31/12/2020
111063258,Miscellaneous,6014,01/09/2020,30/11/2020
111063258,Milk Collection (SE),955,01/09/2020,31/12/4000
111063259,Miscellaneous,6014,01/09/2020,30/11/2020
111063259,Miscellaneous,6007,01/06/2020,31/12/2020
111063259,Milk Collection (SE),955,01/09/2020,31/12/4000
111063259,Milk Collection (SE),970,01/09/2020,31/12/4000
111063261,Miscellaneous,6007,01/06/2020,31/12/2020
111063261,Milk Collection (SE),950,01/09/2020,31/12/4000
111063261,Milk Collection (SE),955,01/09/2020,31/12/4000
111063261,Milk Collection (SE),970,01/09/2020,31/12/4000
111063261,Miscellaneous,6014,01/09/2020,30/11/2020
111063272,Miscellaneous,6007,01/06/2020,31/12/2020
111063272,Milk Collection (SE),955,01/09/2020,31/12/4000
111063275,Milk Collection (SE),955,01/09/2020,31/12/4000
111063275,Miscellaneous,6007,01/06/2020,31/12/2020
111063275,Miscellaneous,6014,01/09/2020,30/11/2020
111063275,Milk Collection (SE),950,01/09/2020,31/12/4000
111063275,Milk Collection (SE),970,01/09/2020,31/12/4000
111063312,Miscellaneous,6014,01/09/2020,30/11/2020
111063355,Miscellaneous,6014,01/09/2020,30/11/2020
111063523,Milk Collection (SE),970,01/09/2020,31/12/4000
111063523,Milk Collection (SE),955,01/09/2020,31/12/4000
111063531,Miscellaneous,6014,01/09/2020,30/11/2020
111063531,Milk Collection (SE),970,01/09/2020,31/12/4000
111063531,Milk Collection (SE),950,01/09/2020,31/12/4000
111063531,Miscellaneous,6007,01/06/2020,31/12/2020
111063531,Milk Collection (SE),955,01/09/2020,31/12/4000
111063552,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063552,Miscellaneous,6014,01/09/2020,30/11/2020
111063552,Miscellaneous,6007,01/06/2020,31/12/2020
111063552,Miscellaneous,6007,01/06/2020,31/12/2020
111063556,Milk Collection (SE),955,01/09/2020,31/12/4000
111063556,Milk Collection (SE),950,01/09/2020,31/12/4000
111063556,Miscellaneous,6014,01/09/2020,30/11/2020
111063556,Miscellaneous,6007,01/06/2020,31/12/2020
111063556,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063556,Milk Collection (SE),970,01/09/2020,31/12/4000
111063556,Milk Collection (SE),957,01/09/2020,31/12/4000
111063557,Miscellaneous,6014,01/09/2020,30/11/2020
111063557,Miscellaneous,6007,01/06/2020,31/12/2020
111063560,Miscellaneous,6007,01/06/2020,31/12/2020
111063560,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063560,Miscellaneous,6014,01/09/2020,30/11/2020
111063610,Milk Collection (SE),955,01/09/2020,31/12/4000
111063612,Miscellaneous,6007,01/06/2020,31/12/2020
111063612,Milk Standard (SE),OR,01/09/2020,31/12/4000
111063612,Milk Collection (SE),970,01/09/2020,31/12/4000
111063612,Milk Collection (SE),955,01/09/2020,31/12/4000
